Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 9568, 500, 500, -432, FULL_HOUSE, 4, NORMAL
6666, 9432, 500, 500, -568, STRAIGHT_FLUSH, 5, NORMAL
1111, 11568, 500, 500, 1568, STRAIGHT_FLUSH, 3, NORMAL
7777, 8234, 500, 500, -1766, STRAIGHT_FLUSH, 7, NORMAL
4444, 12098, 500, 500, 2098, STRAIGHT_FLUSH, 2, NORMAL
2222, 15834, 500, 500, 5834, STRAIGHT_FLUSH, 1, NORMAL
5555, 4632, 500, 500, -5368, STRAIGHT_FLUSH, 8, NORMAL
3333, 8634, 500, 500, -1366, STRAIGHT_FLUSH, 6, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 5600, 500, 500, -4400, FOUR_OF_A_KIND, 7, NORMAL
2222, 13200, 500, 500, 3200, FULL_HOUSE, 3, NORMAL
3333, 15200, 500, 500, 5200, FOUR_OF_A_KIND, 1, NORMAL
4444, 14000, 500, 500, 4000, FOUR_OF_A_KIND, 2, NORMAL
5555, 2800, 500, 500, -7200, FOUR_OF_A_KIND, 8, NORMAL
7777, 9600, 500, 500, -400, FOUR_OF_A_KIND, 5, NORMAL
8888, 11200, 500, 500, 1200, FOUR_OF_A_KIND, 4, NORMAL
6666, 8400, 500, 500, -1600, FOUR_OF_A_KIND, 6, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 132, 122, -3650, FULL_HOUSE, 2, OFFLINE
4444, 0, 132, 122, -925, FULL_HOUSE, 2, OFFLINE
5555, 0, 132, 122, 125, FULL_HOUSE, 2, OFFLINE
6666, 0, 132, 122, 300, FULL_HOUSE, 2, OFFLINE
3333, 0, 132, 122, 400, FULL_HOUSE, 2, OFFLINE
7777, 0, 132, 122, 2050, FULL_HOUSE, 2, OFFLINE
2222, 0, 132, 122, 1300, FULL_HOUSE, 2, OFFLINE
8888, 9200, 132, 15, -800, FLUSH, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
6666, 10050, 500, 500, 50, FULL_HOUSE, 4, NORMAL
3333, 10050, 500, 500, 50, FOUR_OF_A_KIND, 4, NORMAL
2222, 11450, 500, 500, 1450, FOUR_OF_A_KIND, 2, NORMAL
1111, 12150, 500, 500, 2150, FOUR_OF_A_KIND, 1, NORMAL
4444, 5500, 500, 500, -4500, FOUR_OF_A_KIND, 7, NORMAL
7777, 10750, 500, 500, 750, FOUR_OF_A_KIND, 3, NORMAL
5555, 10050, 500, 500, 50, FOUR_OF_A_KIND, 4, NORMAL
8888, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 9347, 500, 500, -653, FULL_HOUSE, 6, NORMAL
8888, 650, 500, 0, -9350, NULL, 8, NORMAL
2222, 11379, 500, 500, 1379, FULL_HOUSE, 2, NORMAL
5555, 9546, 500, 500, -454, FULL_HOUSE, 5, NORMAL
3333, 8721, 500, 500, -1279, FULL_HOUSE, 7, NORMAL
7777, 11129, 500, 500, 1129, FULL_HOUSE, 3, NORMAL
6666, 18156, 500, 500, 8156, FULL_HOUSE, 1, NORMAL
4444, 11072, 500, 500, 1072, FULL_HOUSE, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
7777, 9284, 50, 50, -716, FULL_HOUSE, 6, NORMAL
1111, 8500, 50, 50, -1500, STRAIGHT, 8, NORMAL
2222, 11550, 50, 50, 1550, FULL_HOUSE, 1, NORMAL
4444, 9883, 50, 50, -117, FULL_HOUSE, 5, NORMAL
3333, 10750, 50, 50, 750, STRAIGHT, 3, NORMAL
6666, 10066, 50, 50, 66, FULL_HOUSE, 4, NORMAL
8888, 9050, 50, 0, -950, NULL, 7, NORMAL
5555, 10917, 50, 50, 917, FULL_HOUSE, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 0, 10, 0, -150, NULL, 2, OFFLINE
1111, 0, 10, 0, -350, NULL, 2, OFFLINE
6666, 0, 10, 0, -200, NULL, 2, OFFLINE
7777, 0, 10, 0, -300, NULL, 2, OFFLINE
5555, 0, 10, 0, -250, NULL, 2, OFFLINE
3333, 0, 10, 0, -150, NULL, 2, OFFLINE
8888, 11650, 10, 0, 1650, NULL, 1, NORMAL
4444, 0, 10, 0, -250, NULL, 2, OFFLINEPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTERED
8888, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 4600, 50, 50, -5400, FULL_HOUSE, 6, NORMAL
8888, 0, 23, 23, -10000, FULL_HOUSE, 7, NORMAL
3333, 15400, 50, 50, 5400, FULL_HOUSE, 3, NORMAL
4444, 8700, 50, 50, -1300, FULL_HOUSE, 5, NORMAL
5555, 0, 17, 17, -10000, FULL_HOUSE, 8, NORMAL
1111, 16700, 50, 50, 6700, FULL_HOUSE, 2, NORMAL
7777, 22400, 50, 50, 12400, FULL_HOUSE, 1, NORMAL
6666, 12200, 50, 50, 2200, FULL_HOUSE, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 9016, 50, 50, -984, FULL_HOUSE, 5, NORMAL
7777, 9183, 50, 50, -817, FULL_HOUSE, 4, NORMAL
3333, 16466, 50, 50, 6466, FULL_HOUSE, 1, NORMAL
4444, 7950, 50, 50, -2050, FULL_HOUSE, 8, NORMAL
6666, 8318, 50, 50, -1682, FULL_HOUSE, 6, NORMAL
8888, 8150, 50, 3, -1850, TWO_PAIR, 7, NORMAL
5555, 9233, 50, 50, -767, FULL_HOUSE, 3, NORMAL
2222, 11684, 50, 50, 1684, FULL_HOUSE, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 14125, 500, 500, 4125, FOUR_OF_A_KIND, 2, NORMAL
2222, 3512, 500, 500, -6488, FOUR_OF_A_KIND, 5, NORMAL
7777, 16, 433, 433, -9984, FOUR_OF_A_KIND, 6, NORMAL
8888, 43666, 500, 96, 33666, FOUR_OF_A_KIND, 1, NORMAL
4444, 10525, 500, 500, 525, FOUR_OF_A_KIND, 3, NORMAL
6666, 88, 417, 417, -9912, FOUR_OF_A_KIND, 7, NORMAL
3333, 7993, 500, 500, -2007, FULL_HOUSE, 4, NORMAL
5555, 75, 394, 394, -9925, FULL_HOUSE, 8, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 8800, 500, 500, -1200, FULL_HOUSE, 5, NORMAL
6666, 0, 160, 160, -10000, FULL_HOUSE, 8, NORMAL
2222, 75, 183, 183, -9925, FULL_HOUSE, 7, NORMAL
4444, 4200, 500, 500, -5800, FULL_HOUSE, 6, NORMAL
7777, 13000, 500, 500, 3000, FULL_HOUSE, 3, NORMAL
3333, 22700, 500, 500, 12700, FULL_HOUSE, 1, NORMAL
5555, 10425, 500, 500, 425, FULL_HOUSE, 4, NORMAL
8888, 20800, 500, 85, 10800, FULL_HOUSE, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 0, 115, 115, -10000, FULL_HOUSE, 8, NORMAL
3333, 13041, 500, 500, 3041, FOUR_OF_A_KIND, 3, NORMAL
1111, 12327, 500, 500, 2327, FOUR_OF_A_KIND, 4, NORMAL
4444, 1425, 500, 500, -8575, FOUR_OF_A_KIND, 6, NORMAL
6666, 15750, 500, 500, 5750, FULL_HOUSE, 2, NORMAL
7777, 7216, 500, 500, -2784, FOUR_OF_A_KIND, 5, NORMAL
5555, 41, 327, 327, -9959, FOUR_OF_A_KIND, 7, NORMAL
8888, 30200, 500, 73, 20200, FOUR_OF_A_KIND, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
5555, 21, 174, 174, -9979, FULL_HOUSE, 8, NORMAL
7777, 16297, 500, 500, 6297, FULL_HOUSE, 2, NORMAL
6666, 0, 285, 285, -10000, FOUR_OF_A_KIND, 7, NORMAL
8888, 29675, 500, 78, 19675, FULL_HOUSE, 1, NORMAL
3333, 5796, 500, 500, -4204, FOUR_OF_A_KIND, 5, NORMAL
4444, 0, 392, 392, -10000, FOUR_OF_A_KIND, 6, NORMAL
2222, 12848, 500, 500, 2848, FOUR_OF_A_KIND, 4, NORMAL
1111, 15363, 500, 500, 5363, FOUR_OF_A_KIND, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 12407, 500, 500, 2407, FULL_HOUSE, 2, NORMAL
1111, 50, 269, 269, -9950, FOUR_OF_A_KIND, 7, NORMAL
3333, 0, 436, 436, -10000, FOUR_OF_A_KIND, 6, NORMAL
5555, 1800, 500, 500, -8200, FOUR_OF_A_KIND, 5, NORMAL
4444, 8071, 500, 500, -1929, FOUR_OF_A_KIND, 4, NORMAL
6666, 11515, 500, 500, 1515, FOUR_OF_A_KIND, 3, NORMAL
7777, 75, 135, 135, -9925, FOUR_OF_A_KIND, 8, NORMAL
8888, 46082, 500, 91, 36082, FULL_HOUSE, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
7777, 16764, 500, 500, 6764, FULL_HOUSE, 2, NORMAL
5555, 15014, 500, 500, 5014, FULL_HOUSE, 3, NORMAL
3333, 22153, 500, 500, 12153, FULL_HOUSE, 1, NORMAL
4444, 13000, 500, 500, 3000, FULL_HOUSE, 4, NORMAL
6666, 2839, 500, 500, -7161, FULL_HOUSE, 7, NORMAL
1111, 7030, 500, 500, -2970, FULL_HOUSE, 5, NORMAL
2222, 3200, 500, 500, -6800, FULL_HOUSE, 6, NORMAL
8888, 0, 213, 41, -10000, FULL_HOUSE, 8, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 34893, 500, 500, 24893, FULL_HOUSE, 1, NORMAL
3333, 10564, 500, 500, 564, FULL_HOUSE, 4, NORMAL
7777, 11218, 500, 500, 1218, FULL_HOUSE, 3, NORMAL
1111, 0, 131, 131, -10000, FULL_HOUSE, 7, NORMAL
6666, 75, 208, 208, -9925, FULL_HOUSE, 6, NORMAL
5555, 0, 131, 131, -10000, FULL_HOUSE, 7, NORMAL
4444, 0, 323, 323, -10000, FULL_HOUSE, 5, NORMAL
8888, 23250, 500, 96, 13250, FULL_HOUSE, 2, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 17550, 500, 500, 7550, FOUR_OF_A_KIND, 2, NORMAL
6666, 1750, 500, 500, -8250, FOUR_OF_A_KIND, 6, NORMAL
7777, 25, 246, 246, -9975, FULL_HOUSE, 7, NORMAL
5555, 7175, 500, 500, -2825, FOUR_OF_A_KIND, 5, NORMAL
3333, 16650, 500, 500, 6650, FULL_HOUSE, 3, NORMAL
8888, 0, 173, 30, -10000, STRAIGHT, 8, NORMAL
4444, 24300, 500, 500, 14300, FOUR_OF_A_KIND, 1, NORMAL
2222, 12550, 500, 500, 2550, FOUR_OF_A_KIND, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
2222, 0, 362, 362, -10000, FULL_HOUSE, 5, NORMAL
4444, 0, 196, 196, -10000, FOUR_OF_A_KIND, 7, NORMAL
1111, 18550, 500, 500, 8550, FOUR_OF_A_KIND, 2, NORMAL
7777, 13300, 500, 500, 3300, FOUR_OF_A_KIND, 4, NORMAL
3333, 50, 159, 159, -9950, FULL_HOUSE, 8, NORMAL
5555, 17150, 500, 500, 7150, FOUR_OF_A_KIND, 3, NORMAL
6666, 50, 240, 240, -9950, FULL_HOUSE, 6, NORMAL
8888, 30900, 500, 104, 20900, FOUR_OF_A_KIND, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 3325, 500, 500, -6675, FOUR_OF_A_KIND, 5, NORMAL
5555, 75, 251, 251, -9925, FOUR_OF_A_KIND, 7, NORMAL
7777, 50, 396, 396, -9950, FOUR_OF_A_KIND, 6, NORMAL
3333, 14000, 500, 500, 4000, FOUR_OF_A_KIND, 3, NORMAL
6666, 14825, 500, 500, 4825, FOUR_OF_A_KIND, 2, NORMAL
4444, 0, 155, 155, -10000, FOUR_OF_A_KIND, 8, NORMAL
2222, 3500, 500, 500, -6500, FOUR_OF_A_KIND, 4, NORMAL
8888, 44225, 500, 90, 34225, FLUSH, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 14366, 500, 500, 4366, FOUR_OF_A_KIND, 3, NORMAL
7777, 4766, 500, 500, -5234, FULL_HOUSE, 7, NORMAL
3333, 15205, 500, 500, 5205, FOUR_OF_A_KIND, 2, NORMAL
8888, 17105, 500, 80, 7105, FULL_HOUSE, 1, NORMAL
5555, 0, 272, 272, -10000, FOUR_OF_A_KIND, 8, NORMAL
6666, 10600, 500, 500, 600, FOUR_OF_A_KIND, 4, NORMAL
4444, 9775, 500, 500, -225, FULL_HOUSE, 5, NORMAL
2222, 8183, 500, 500, -1817, FOUR_OF_A_KIND, 6, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNREGISTERED
2222, -, -, -, -, -, -, UNREGISTERED
3333, -, -, -, -, -, -, UNREGISTERED
4444, -, -, -, -, -, -, UNREGISTERED
5555, -, -, -, -, -, -, UNREGISTERED
6666, -, -, -, -, -, -, UNREGISTERED
7777, -, -, -, -, -, -, UNREGISTEREDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
8888, 10000, 0, 0, 0, NULL, 1, NORMAL
1111, -, -, -, -, -, -, UNCONNECTED
2222, -, -, -, -, -, -, UNCONNECTED
3333, -, -, -, -, -, -, UNCONNECTED
4444, -, -, -, -, -, -, UNCONNECTED
5555, -, -, -, -, -, -, UNCONNECTED
6666, -, -, -, -, -, -, UNCONNECTED
7777, -, -, -, -, -, -, UNCONNECTEDPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 7683, 500, 500, -2317, FULL_HOUSE, 5, NORMAL
2222, 23708, 500, 500, 13708, FOUR_OF_A_KIND, 2, NORMAL
3333, 1033, 500, 500, -8967, FOUR_OF_A_KIND, 7, NORMAL
4444, 10175, 500, 500, 175, FOUR_OF_A_KIND, 4, NORMAL
5555, 1, 145, 145, -9999, FOUR_OF_A_KIND, 8, NORMAL
6666, 1834, 500, 500, -8166, FOUR_OF_A_KIND, 6, NORMAL
7777, 24175, 500, 500, 14175, FOUR_OF_A_KIND, 1, NORMAL
8888, 11391, 500, 80, 1391, FULL_HOUSE, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 30, 13, -10000, STRAIGHT, 5, NORMAL
2222, 0, 8, 8, -10000, THREE_OF_A_KIND, 6, NORMAL
3333, 0, 8, 5, -10000, ONE_PAIR, 6, NORMAL
4444, 0, 236, 0, -10000, NULL, 3, NORMAL
5555, 0, 126, 126, -10000, FULL_HOUSE, 4, NORMAL
6666, 0, 8, 8, -10000, ONE_PAIR, 6, NORMAL
7777, 2850, 500, 252, -7150, FOUR_OF_A_KIND, 2, NORMAL
8888, 77150, 500, 146, 67150, FULL_HOUSE, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 10, 5, -10000, TWO_PAIR, 6, NORMAL
2222, 0, 34, 34, -10000, FULL_HOUSE, 4, NORMAL
3333, 0, 11, 6, -10000, ONE_PAIR, 5, NORMAL
4444, 0, 212, 0, -10000, NULL, 3, NORMAL
5555, 0, 6, 6, -10000, FLUSH, 8, NORMAL
6666, 0, 10, 10, -10000, TWO_PAIR, 6, NORMAL
7777, 0, 318, 128, -10000, FULL_HOUSE, 2, NORMAL
8888, 80000, 318, 102, 70000, FOUR_OF_A_KIND, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 11, 9, -10000, FULL_HOUSE, 7, NORMAL
2222, 0, 39, 39, -10000, FULL_HOUSE, 4, NORMAL
3333, 0, 6, 5, -10000, THREE_OF_A_KIND, 8, NORMAL
4444, 0, 213, 0, -10000, NULL, 3, NORMAL
5555, 0, 16, 16, -10000, FULL_HOUSE, 5, NORMAL
6666, 0, 13, 13, -10000, FULL_HOUSE, 6, NORMAL
7777, 8050, 500, 202, -1950, FULL_HOUSE, 2, NORMAL
8888, 71950, 500, 171, 61950, STRAIGHT_FLUSH, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 14, 5, -10000, TWO_PAIR, 6, NORMAL
2222, 0, 5, 5, -10000, TWO_PAIR, 8, NORMAL
3333, 0, 10, 5, -10000, THREE_OF_A_KIND, 7, NORMAL
4444, 50, 298, 0, -9950, NULL, 4, NORMAL
5555, 0, 156, 156, -10000, FULL_HOUSE, 5, NORMAL
6666, 18082, 500, 500, 8082, FOUR_OF_A_KIND, 2, NORMAL
7777, 9975, 500, 500, -25, STRAIGHT_FLUSH, 3, NORMAL
8888, 51890, 500, 94, 41890, FOUR_OF_A_KIND, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 8, 6, -10000, TWO_PAIR, 6, NORMAL
2222, 79950, 403, 13, 69950, FLUSH, 1, NORMAL
3333, 0, 13, 8, -10000, FULL_HOUSE, 3, NORMAL
4444, 50, 403, 0, -9950, NULL, 2, NORMAL
5555, 0, 7, 7, -10000, STRAIGHT, 7, NORMAL
6666, 0, 7, 7, -10000, TWO_PAIR, 7, NORMAL
7777, 0, 13, 13, -10000, STRAIGHT, 3, NORMAL
8888, 0, 10, 6, -10000, THREE_OF_A_KIND, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 76000, 382, 18, 66000, FLUSH, 1, NORMAL
2222, 0, 24, 24, -10000, FULL_HOUSE, 4, NORMAL
3333, 0, 8, 5, -10000, TWO_PAIR, 8, NORMAL
4444, 50, 382, 0, -9950, NULL, 2, NORMAL
5555, 0, 37, 32, -10000, FLUSH, 3, NORMAL
6666, 0, 17, 17, -10000, FLUSH, 7, NORMAL
7777, 0, 18, 18, -10000, FULL_HOUSE, 6, NORMAL
8888, 0, 19, 5, -10000, ONE_PAIR, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 27, 15, -10000, STRAIGHT, 4, NORMAL
2222, 32350, 500, 500, 22350, FOUR_OF_A_KIND, 2, NORMAL
3333, 0, 9, 6, -10000, TWO_PAIR, 8, NORMAL
4444, 0, 212, 0, -10000, NULL, 3, NORMAL
5555, 0, 16, 16, -10000, STRAIGHT, 6, NORMAL
6666, 0, 11, 11, -10000, STRAIGHT, 7, NORMAL
7777, 47650, 500, 500, 37650, FOUR_OF_A_KIND, 1, NORMAL
8888, 0, 20, 7, -10000, STRAIGHT, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 9, 6, -10000, STRAIGHT, 5, NORMAL
2222, 0, 6, 6, -10000, TWO_PAIR, 6, NORMAL
3333, 76550, 340, 23, 66550, FULL_HOUSE, 1, NORMAL
4444, 50, 340, 0, -9950, NULL, 2, NORMAL
5555, 0, 6, 6, -10000, TWO_PAIR, 6, NORMAL
6666, 0, 29, 21, -10000, FULL_HOUSE, 4, NORMAL
7777, 0, 6, 6, -10000, STRAIGHT, 6, NORMAL
8888, 0, 75, 15, -10000, FULL_HOUSE, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 21, 7, -10000, TWO_PAIR, 5, NORMAL
2222, 0, 14, 14, -10000, THREE_OF_A_KIND, 7, NORMAL
3333, 0, 9, 5, -10000, TWO_PAIR, 8, NORMAL
4444, 0, 275, 0, -10000, NULL, 4, NORMAL
5555, 0, 21, 21, -10000, THREE_OF_A_KIND, 5, NORMAL
6666, 75, 366, 366, -9925, FOUR_OF_A_KIND, 3, NORMAL
7777, 22175, 500, 414, 12175, FULL_HOUSE, 2, NORMAL
8888, 57750, 500, 115, 47750, FOUR_OF_A_KIND, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 76700, 380, 19, 66700, FULL_HOUSE, 1, NORMAL
2222, 0, 6, 6, -10000, THREE_OF_A_KIND, 7, NORMAL
3333, 0, 22, 13, -10000, FULL_HOUSE, 4, NORMAL
4444, 50, 380, 0, -9950, NULL, 2, NORMAL
5555, 0, 6, 6, -10000, TWO_PAIR, 7, NORMAL
6666, 50, 20, 18, -9950, FLUSH, 5, NORMAL
7777, 0, 11, 11, -10000, FULL_HOUSE, 6, NORMAL
8888, 0, 33, 11, -10000, TWO_PAIR, 3, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 11, 6, -10000, STRAIGHT, 5, NORMAL
2222, 0, 61, 61, -10000, FULL_HOUSE, 4, NORMAL
3333, 0, 10, 6, -10000, THREE_OF_A_KIND, 6, NORMAL
4444, 0, 218, 0, -10000, NULL, 3, NORMAL
5555, 50, 455, 200, -9950, FOUR_OF_A_KIND, 2, NORMAL
6666, 0, 7, 7, -10000, FULL_HOUSE, 7, NORMAL
7777, 0, 7, 7, -10000, FULL_HOUSE, 7, NORMAL
8888, 79950, 455, 148, 69950, STRAIGHT_FLUSH, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 10, 6, -10000, FULL_HOUSE, 5, NORMAL
2222, 19950, 500, 500, 9950, STRAIGHT_FLUSH, 2, NORMAL
3333, 0, 10, 9, -10000, FULL_HOUSE, 5, NORMAL
4444, 50, 210, 0, -9950, NULL, 3, NORMAL
5555, 60000, 500, 500, 50000, FULL_HOUSE, 1, NORMAL
6666, 0, 6, 6, -10000, FULL_HOUSE, 7, NORMAL
7777, 0, 6, 6, -10000, FULL_HOUSE, 7, NORMAL
8888, 0, 34, 10, -10000, FLUSH, 4, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 10, 5, -10000, THREE_OF_A_KIND, 8, NORMAL
2222, 25318, 500, 500, 15318, STRAIGHT_FLUSH, 2, NORMAL
3333, 0, 23, 8, -10000, FULL_HOUSE, 6, NORMAL
4444, 50, 229, 0, -9950, NULL, 3, NORMAL
5555, 0, 84, 84, -10000, FULL_HOUSE, 4, NORMAL
6666, 0, 15, 15, -10000, THREE_OF_A_KIND, 7, NORMAL
7777, 54632, 500, 500, 44632, STRAIGHT_FLUSH, 1, NORMAL
8888, 0, 30, 5, -10000, FULL_HOUSE, 5, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 10, 5, -10000, TWO_PAIR, 5, NORMAL
2222, 0, 7, 7, -10000, STRAIGHT, 8, NORMAL
3333, 0, 10, 5, -10000, ONE_PAIR, 5, NORMAL
4444, 50, 271, 0, -9950, NULL, 4, NORMAL
5555, 22125, 500, 500, 12125, FOUR_OF_A_KIND, 2, NORMAL
6666, 0, 9, 9, -10000, STRAIGHT, 7, NORMAL
7777, 7950, 500, 500, -2050, STRAIGHT_FLUSH, 3, NORMAL
8888, 49875, 500, 85, 39875, FULL_HOUSE, 1, NORMALPid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 9, 6, -10000, THREE_OF_A_KIND, 5, NORMAL
2222, 0, 5, 5, -10000, THREE_OF_A_KIND, 7, NORMAL
